g	nindividual	cost	p(0)	p(1)	p(2)	p(3)	p(4)	p(5)	
31	1507	2.82191e-05	14.0063	0.710594	2.99399	68.431	0.0919509	55.0456
31	1703	2.83051e-05	13.5242	0.745941	3.11836	73.7299	0.0956264	10.0475
31	1586	2.8414e-05	13.7526	0.5853	2.44273	56.3118	0.0744427	83.7747
31	1735	2.84149e-05	13.7121	0.58075	2.69555	61.5363	0.0741414	83.815
31	1644	2.84203e-05	14.0945	0.807798	3.13942	66.5294	0.104175	10.2223
31	1481	2.84669e-05	13.8457	0.732203	3.10214	69.5881	0.096165	8.25705
31	1686	2.84857e-05	13.6483	0.725153	3.1006	70.3846	0.0958042	8.69431
31	1659	2.84888e-05	13.9308	0.727421	3.03031	68.0167	0.0963182	54.947
31	1620	2.85003e-05	13.8666	0.794394	2.41083	68.8876	0.102024	8.26273
31	1691	2.85349e-05	13.8702	0.739904	2.68384	52.1377	0.103458	7.54856
31	1345	2.85455e-05	13.8645	0.740465	2.69652	52.4163	0.103245	7.51395
31	1661	2.85585e-05	13.8917	0.799784	2.99046	69.3546	0.0934115	8.30519
31	1623	2.85903e-05	13.5055	0.738813	3.09598	77.6071	0.0938221	56.8381
31	1633	2.85995e-05	14.1405	0.713088	3.00203	67.7498	0.0914096	54.7785
31	1636	2.86641e-05	13.8798	0.730559	3.10071	69.742	0.0961505	8.65712
31	1551	2.8678e-05	13.8557	0.58566	2.42721	69.5803	0.0750639	8.33109
31	1699	2.86788e-05	13.9043	0.806159	2.71508	76.4568	0.0952656	9.07286
31	1472	2.86819e-05	13.7206	0.734983	2.99761	73.2019	0.0950522	10.076
32	1757	2.5456e-05	13.5181	0.796638	2.43942	72.4702	0.0954902	8.27351
32	1776	2.57698e-05	13.7823	0.784993	2.44417	68.1733	0.0924572	54.9249
32	1598	2.61389e-05	12.2632	0.725642	2.4235	65.4119	0.0854305	9.00475
32	1754	2.61437e-05	13.462	0.75157	2.7035	69.635	0.0953898	60.4934
32	1741	2.6307e-05	13.9196	0.790086	2.42934	68.2054	0.0961353	8.25417
32	1729	2.63095e-05	13.8973	0.786903	2.62952	68.8542	0.0956167	8.24927
32	1763	2.64382e-05	13.4593	0.807041	2.74538	75.9708	0.0971455	19.5406
32	1748	2.65664e-05	13.8506	0.722049	2.4155	57.9045	0.0951163	54.6168
32	1639	2.66419e-05	13.774	0.722605	2.4219	58.3799	0.0958699	84.1124
32	1749	2.66919e-05	13.9411	0.733618	2.41209	58.2853	0.0964901	83.6783
32	1792	2.6831e-05	13.7085	0.750762	2.72054	70.1715	0.0959115	10.0929
32	1494	2.69896e-05	12.7169	0.586596	2.42567	55.8534	0.0746868	9.03714
32	1791	2.70928e-05	13.913	0.801267	2.38841	67.1806	0.101892	10.1942
32	1616	2.71687e-05	13.5614	0.751974	2.72469	73.0471	0.0951348	10.0562
32	1777	2.72828e-05	13.76	0.759273	2.97976	69.1758	0.0932041	10.0535
32	1799	2.72991e-05	13.66	0.703838	3.00058	68.1767	0.09114	9.99324
32	1794	2.73044e-05	14.0772	0.756624	2.69421	68.7159	0.0920307	8.44481
32	1770	2.7372e-05	12.6255	0.720866	2.41225	62.4982	0.0952362	7.63235
32	1305	2.73991e-05	12.3323	0.800761	2.71409	62.0235	0.10345	9.09854
32	1795	2.7425e-05	14.0168	0.58563	2.7183	68.3825	0.0746498	54.7311
32	1800	2.74382e-05	13.8597	0.733738	2.70972	68.3442	0.0962699	55.2198
32	1786	2.75379e-05	13.5431	0.73217	3.06172	68.7957	0.0945974	8.97003
32	1787	2.75779e-05	13.9288	0.794879	2.96855	70.022	0.0959381	8.74646
32	1389	2.75782e-05	13.5495	0.734934	3.07723	69.3621	0.0948114	8.60786
32	1768	2.76442e-05	13.4803	0.782174	3.05411	70.1853	0.101129	9.95689
32	1722	2.765e-05	13.7939	0.72958	2.95573	68.5934	0.0928396	54.4918
32	1297	2.76814e-05	12.3838	0.800417	2.66938	61.8149	0.101789	59.8138
32	1245	2.77306e-05	12.5803	0.657626	2.68255	62.2801	0.0833753	7.65774
32	1329	2.77463e-05	13.8854	0.726596	2.96843	69.188	0.0920718	54.513
32	1627	2.77568e-05	13.8735	0.794772	3.08274	67.2307	0.101734	10.162
32	1605	2.77712e-05	14.0141	0.799239	2.66843	69.3772	0.102512	60.1925
32	1660	2.77854e-05	13.3403	0.741048	2.98854	73.9084	0.0952631	93.9565
32	1545	2.78168e-05	13.7088	0.715092	2.98999	68.5091	0.0924007	54.3998
32	1720	2.78245e-05	13.8306	0.801907	2.42177	73.153	0.0960401	8.22861
32	1738	2.78461e-05	13.4319	0.804484	3.07527	75.6124	0.0971044	19.5917
32	1663	2.78595e-05	13.9113	0.789256	3.06881	69.5234	0.100846	10.1583
32	1348	2.78646e-05	13.7587	0.717363	3.00023	68.5578	0.0927733	54.6906
32	1676	2.78986e-05	14.0447	0.750468	2.70969	57.5874	0.0966307	10.096
32	1670	2.7933e-05	13.3088	0.750144	2.68861	62.7651	0.0970533	19.7007
32	1690	2.79439e-05	13.5658	0.798079	3.09014	76.08	0.0955237	19.7084
32	1781	2.79514e-05	13.709	0.734782	3.00398	68.9871	0.0925614	54.4794
32	1756	2.8027e-05	13.5004	0.795479	3.09915	75.7315	0.0952174	19.5178
32	1678	2.80274e-05	13.578	0.737126	3.04955	73.3363	0.0951255	19.7954
32	1719	2.80503e-05	13.7286	0.734907	2.98036	68.2427	0.0922905	54.6903
32	1476	2.80661e-05	13.7834	0.799222	3.00425	76.7179	0.0956535	17.8282
32	1437	2.80871e-05	13.9641	0.797071	3.11012	66.687	0.101129	10.2148
32	1785	2.81115e-05	13.9976	0.732246	2.98935	69.1442	0.0941722	8.33717
32	1758	2.81263e-05	13.8599	0.798418	3.1126	66.5187	0.100808	10.0891
32	1696	2.81548e-05	14.0898	0.726573	2.99022	68.8759	0.0921533	8.42622
32	1747	2.81643e-05	13.6572	0.731969	3.08467	70.8302	0.0955683	8.99762
33	1757	2.5456e-05	12.1663	0.716974	2.19548	65.2232	0.0859412	7.44616
33	1832	2.56691e-05	13.575	0.779062	2.69792	69.6545	0.0951828	9.86327
33	1776	2.57698e-05	13.7823	0.784993	2.44417	68.1733	0.0924572	54.9249
33	1598	2.61389e-05	12.2632	0.725642	2.4235	65.4119	0.0854305	9.00475
33	1754	2.61437e-05	13.462	0.75157	2.7035	69.635	0.0953898	60.4934
33	1741	2.6307e-05	13.9196	0.790086	2.42934	68.2054	0.0961353	8.25417
33	1729	2.63095e-05	13.8973	0.786903	2.62952	68.8542	0.0956167	8.24927
33	1763	2.64382e-05	13.4593	0.807041	2.74538	75.9708	0.0971455	19.5406
33	1748	2.65664e-05	13.8506	0.722049	2.4155	57.9045	0.0951163	54.6168
33	1836	2.66146e-05	13.6269	0.778013	2.43511	71.9385	0.0963871	9.87266
33	1639	2.66419e-05	13.774	0.722605	2.4219	58.3799	0.0958699	84.1124
33	1850	2.66474e-05	13.4145	0.726458	2.73234	62.6187	0.0976218	7.6802
33	1749	2.66919e-05	13.9411	0.733618	2.41209	58.2853	0.0964901	83.6783
33	1844	2.67157e-05	13.7957	0.590059	2.42883	69.3242	0.0752921	54.1057
33	1792	2.6831e-05	13.7085	0.750762	2.72054	70.1715	0.0959115	10.0929
33	1830	2.68311e-05	13.7889	0.713356	2.70017	67.8144	0.0926783	55.1994
33	1810	2.69708e-05	13.7696	0.790718	2.40722	58.0433	0.100122	83.2244
33	1494	2.69896e-05	12.7169	0.586596	2.42567	55.8534	0.0746868	9.03714
33	1791	2.70928e-05	13.913	0.801267	2.38841	67.1806	0.101892	10.1942
33	1616	2.71687e-05	13.5614	0.751974	2.72469	73.0471	0.0951348	10.0562
33	1777	2.72828e-05	13.76	0.759273	2.97976	69.1758	0.0932041	10.0535
33	1799	2.72991e-05	13.66	0.703838	3.00058	68.1767	0.09114	9.99324
33	1794	2.73044e-05	14.0772	0.756624	2.69421	68.7159	0.0920307	8.44481
33	1827	2.7361e-05	13.5976	0.740848	3.03813	67.9538	0.094862	8.99766
33	1770	2.7372e-05	12.6255	0.720866	2.41225	62.4982	0.0952362	7.63235
33	1831	2.73725e-05	13.3651	0.810526	2.70836	68.9107	0.0974845	55.5578
33	1305	2.73991e-05	12.3323	0.800761	2.71409	62.0235	0.10345	9.09854
33	1795	2.7425e-05	14.0168	0.58563	2.7183	68.3825	0.0746498	54.7311
33	1800	2.74382e-05	13.8597	0.733738	2.70972	68.3442	0.0962699	55.2198
33	1823	2.74729e-05	13.78	0.756282	3.05611	70.0962	0.0951842	10.082
33	1786	2.75379e-05	13.5431	0.73217	3.06172	68.7957	0.0945974	8.97003
33	1801	2.75503e-05	13.5273	0.738688	2.41399	57.731	0.0942122	54.9016
33	1787	2.75779e-05	13.9288	0.794879	2.96855	70.022	0.0959381	8.74646
33	1389	2.75782e-05	13.5495	0.734934	3.07723	69.3621	0.0948114	8.60786
33	1816	2.76171e-05	13.814	0.733877	2.94976	69.0214	0.0955482	19.9457
33	1807	2.76387e-05	13.9793	0.791377	3.00586	67.0988	0.101166	10.1495
33	1768	2.76442e-05	13.4803	0.782174	3.05411	70.1853	0.101129	9.95689
33	1722	2.765e-05	13.7939	0.72958	2.95573	68.5934	0.0928396	54.4918
33	1814	2.7654e-05	13.6612	0.727472	2.98423	68.8461	0.0956782	9.07284
33	1297	2.76814e-05	12.3838	0.800417	2.66938	61.8149	0.101789	59.8138
33	1825	2.76921e-05	13.5969	0.720165	2.43312	67.8507	0.0952126	7.69047
33	1245	2.77306e-05	12.5803	0.657626	2.68255	62.2801	0.0833753	7.65774
33	1329	2.77463e-05	13.8854	0.726596	2.96843	69.188	0.0920718	54.513
33	1627	2.77568e-05	13.8735	0.794772	3.08274	67.2307	0.101734	10.162
33	1605	2.77712e-05	14.0141	0.799239	2.66843	69.3772	0.102512	60.1925
33	1660	2.77854e-05	13.3403	0.741048	2.98854	73.9084	0.0952631	93.9565
33	1545	2.78168e-05	13.7088	0.715092	2.98999	68.5091	0.0924007	54.3998
33	1720	2.78245e-05	13.8306	0.801907	2.42177	73.153	0.0960401	8.22861
33	1738	2.78461e-05	13.4319	0.804484	3.07527	75.6124	0.0971044	19.5917
33	1663	2.78595e-05	13.9113	0.789256	3.06881	69.5234	0.100846	10.1583
34	1856	2.46427e-05	13.6119	0.802269	2.42326	67.9836	0.0941963	9.05612
34	1860	2.52423e-05	13.6718	0.784961	2.4259	70.7052	0.0931612	55.3581
34	1892	2.53889e-05	13.521	0.793473	2.43778	72.3377	0.0956828	9.97083
34	1757	2.5456e-05	12.1663	0.716974	2.19548	65.2232	0.0859412	7.44616
34	1898	2.56081e-05	13.5067	0.751571	2.40907	69.2776	0.0965673	60.5122
34	1864	2.56274e-05	13.822	0.802677	2.40482	69.0665	0.096636	63.0196
34	1832	2.56691e-05	13.575	0.779062	2.69792	69.6545	0.0951828	9.86327
34	1870	2.56955e-05	13.7426	0.782398	2.42853	70.8726	0.0927506	9.85937
34	1776	2.57698e-05	13.7823	0.784993	2.44417	68.1733	0.0924572	54.9249
34	1858	2.58067e-05	13.5658	0.782911	2.70527	69.0823	0.0946574	9.94456
34	1877	2.58118e-05	13.6399	0.729464	2.4362	55.4941	0.0954155	9.10808
34	1598	2.61389e-05	12.2632	0.725642	2.4235	65.4119	0.0854305	9.00475
34	1754	2.61437e-05	13.462	0.75157	2.7035	69.635	0.0953898	60.4934
34	1851	2.61828e-05	13.4741	0.724033	2.73029	62.9597	0.0951922	7.69123
34	1741	2.6307e-05	13.9196	0.790086	2.42934	68.2054	0.0961353	8.25417
34	1729	2.63095e-05	13.8973	0.786903	2.62952	68.8542	0.0956167	8.24927
34	1893	2.63826e-05	13.424	0.726001	2.73333	69.4949	0.0928938	54.1364
34	1763	2.64382e-05	13.4593	0.807041	2.74538	75.9708	0.0971455	19.5406
34	1895	2.64417e-05	13.7688	0.800823	2.45112	73.7938	0.0953568	53.8563
34	1748	2.65664e-05	13.8506	0.722049	2.4155	57.9045	0.0951163	54.6168
34	1836	2.66146e-05	13.6269	0.778013	2.43511	71.9385	0.0963871	9.87266
34	1639	2.66419e-05	13.774	0.722605	2.4219	58.3799	0.0958699	84.1124
34	1883	2.66438e-05	13.8814	0.717426	2.40475	57.8074	0.0938712	83.8047
34	1850	2.66474e-05	13.4145	0.726458	2.73234	62.6187	0.0976218	7.6802
34	1865	2.66527e-05	13.7842	0.735359	2.4089	57.6355	0.0951126	54.4687
34	1871	2.66558e-05	13.7421	0.787187	2.4251	62.2216	0.0948256	89.629
34	1896	2.66588e-05	12.5666	0.808018	2.4083	66.9084	0.101896	10.2407
34	1749	2.66919e-05	13.9411	0.733618	2.41209	58.2853	0.0964901	83.6783
34	1844	2.67157e-05	13.7957	0.590059	2.42883	69.3242	0.0752921	54.1057
34	1900	2.67989e-05	13.4091	0.728452	2.74194	62.3679	0.0981939	7.64809
34	1792	2.6831e-05	13.7085	0.750762	2.72054	70.1715	0.0959115	10.0929
34	1830	2.68311e-05	13.7889	0.713356	2.70017	67.8144	0.0926783	55.1994
34	1867	2.69409e-05	14.0755	0.79655	2.41831	58.5286	0.102678	83.4173
34	1810	2.69708e-05	13.7696	0.790718	2.40722	58.0433	0.100122	83.2244
34	1494	2.69896e-05	12.7169	0.586596	2.42567	55.8534	0.0746868	9.03714
34	1890	2.70856e-05	13.6579	0.719674	2.97301	68.6723	0.0922368	10.0014
34	1791	2.70928e-05	13.913	0.801267	2.38841	67.1806	0.101892	10.1942
34	1616	2.71687e-05	13.5614	0.751974	2.72469	73.0471	0.0951348	10.0562
34	1868	2.72102e-05	14.0465	0.793845	2.44594	67.9604	0.0971522	8.25203
34	1777	2.72828e-05	13.76	0.759273	2.97976	69.1758	0.0932041	10.0535
34	1799	2.72991e-05	13.66	0.703838	3.00058	68.1767	0.09114	9.99324
34	1794	2.73044e-05	14.0772	0.756624	2.69421	68.7159	0.0920307	8.44481
34	1881	2.73293e-05	13.7298	0.756601	2.98612	70.33	0.0918794	10.006
34	1827	2.7361e-05	13.5976	0.740848	3.03813	67.9538	0.094862	8.99766
34	1770	2.7372e-05	12.6255	0.720866	2.41225	62.4982	0.0952362	7.63235
34	1831	2.73725e-05	13.3651	0.810526	2.70836	68.9107	0.0974845	55.5578
34	1305	2.73991e-05	12.3323	0.800761	2.71409	62.0235	0.10345	9.09854
34	1795	2.7425e-05	14.0168	0.58563	2.7183	68.3825	0.0746498	54.7311
34	1800	2.74382e-05	13.8597	0.733738	2.70972	68.3442	0.0962699	55.2198
34	1853	2.74455e-05	13.5855	0.796165	3.06954	70.5859	0.100734	10.0419
35	1903	2.42189e-05	13.4762	0.806015	2.44282	68.217	0.0972776	7.64244
35	1931	2.44926e-05	13.4811	0.719995	2.41513	62.3589	0.094488	7.60784
35	1856	2.46427e-05	12.2507	0.722042	2.18093	61.1852	0.0847767	8.1505
35	1942	2.47175e-05	13.3967	0.806245	2.41712	69.4176	0.0957032	63.4548
35	1927	2.47538e-05	13.4365	0.744192	2.4141	70.1438	0.0926642	60.7786
35	1936	2.48389e-05	13.6517	0.761932	2.3995	67.8025	0.0939279	10.0665
35	1914	2.49584e-05	13.7823	0.719916	2.17531	65.7441	0.086691	7.51505
35	1860	2.52423e-05	13.6718	0.784961	2.4259	70.7052	0.0931612	55.3581
35	1892	2.53889e-05	13.521	0.793473	2.43778	72.3377	0.0956828	9.97083
35	1757	2.5456e-05	12.1663	0.716974	2.19548	65.2232	0.0859412	7.44616
35	1898	2.56081e-05	13.5067	0.751571	2.40907	69.2776	0.0965673	60.5122
35	1864	2.56274e-05	13.822	0.802677	2.40482	69.0665	0.096636	63.0196
35	1832	2.56691e-05	13.575	0.779062	2.69792	69.6545	0.0951828	9.86327
35	1870	2.56955e-05	13.7426	0.782398	2.42853	70.8726	0.0927506	9.85937
35	1902	2.57003e-05	13.8334	0.810285	2.42489	68.501	0.0966254	63.1494
35	1776	2.57698e-05	13.7823	0.784993	2.44417	68.1733	0.0924572	54.9249
35	1858	2.58067e-05	13.5658	0.782911	2.70527	69.0823	0.0946574	9.94456
35	1908	2.581e-05	13.7858	0.804609	2.61038	67.3488	0.0961917	9.14608
35	1877	2.58118e-05	13.6399	0.729464	2.4362	55.4941	0.0954155	9.10808
35	1918	2.58414e-05	13.6103	0.752341	2.74239	67.3967	0.0947361	9.13208
35	1926	2.6026e-05	13.5227	0.784401	2.6953	72.2969	0.0974499	55.943
35	1928	2.61191e-05	13.4585	0.722475	2.7005	62.5799	0.0955139	7.7368
35	1598	2.61389e-05	12.2632	0.725642	2.4235	65.4119	0.0854305	9.00475
35	1754	2.61437e-05	13.462	0.75157	2.7035	69.635	0.0953898	60.4934
35	1851	2.61828e-05	13.4741	0.724033	2.73029	62.9597	0.0951922	7.69123
35	1940	2.62372e-05	13.6204	0.789349	2.73303	70.0052	0.0999406	19.4163
35	1919	2.62624e-05	13.7532	0.799079	2.42184	72.5766	0.0938156	9.9082
35	1741	2.6307e-05	13.9196	0.790086	2.42934	68.2054	0.0961353	8.25417
35	1729	2.63095e-05	13.8973	0.786903	2.62952	68.8542	0.0956167	8.24927
35	1925	2.6342e-05	13.5208	0.80597	2.68047	67.3554	0.101404	65.8891
35	1893	2.63826e-05	13.424	0.726001	2.73333	69.4949	0.0928938	54.1364
35	1923	2.63901e-05	14.0316	0.785233	2.44566	57.9609	0.0955494	8.30906
35	1901	2.64195e-05	13.8406	0.778232	2.6327	70.9052	0.0919476	8.28848
35	1763	2.64382e-05	13.4593	0.807041	2.74538	75.9708	0.0971455	19.5406
35	1895	2.64417e-05	13.7688	0.800823	2.45112	73.7938	0.0953568	53.8563
35	1934	2.64517e-05	13.8674	0.758974	2.38489	57.9648	0.0998313	82.8606
35	1913	2.64575e-05	13.8751	0.800199	2.45769	68.2692	0.092901	55.4728
35	1947	2.64874e-05	13.7868	0.726666	2.39795	57.5677	0.0952931	55.0056
35	1909	2.65646e-05	13.7943	0.714784	2.40099	57.4795	0.0947959	54.9766
35	1748	2.65664e-05	13.8506	0.722049	2.4155	57.9045	0.0951163	54.6168
35	1836	2.66146e-05	13.6269	0.778013	2.43511	71.9385	0.0963871	9.87266
35	1639	2.66419e-05	13.774	0.722605	2.4219	58.3799	0.0958699	84.1124
35	1883	2.66438e-05	13.8814	0.717426	2.40475	57.8074	0.0938712	83.8047
35	1850	2.66474e-05	13.4145	0.726458	2.73234	62.6187	0.0976218	7.6802
35	1865	2.66527e-05	13.7842	0.735359	2.4089	57.6355	0.0951126	54.4687
35	1871	2.66558e-05	13.7421	0.787187	2.4251	62.2216	0.0948256	89.629
35	1896	2.66588e-05	12.5666	0.808018	2.4083	66.9084	0.101896	10.2407
35	1749	2.66919e-05	13.9411	0.733618	2.41209	58.2853	0.0964901	83.6783
35	1844	2.67157e-05	13.7957	0.590059	2.42883	69.3242	0.0752921	54.1057
35	1937	2.67796e-05	13.8563	0.755203	2.74292	69.3499	0.0934673	53.2149
36	1996	2.3076e-05	13.668	0.792556	1.04199	21.1847	0.0924221	9.19859
36	1903	2.42189e-05	12.1286	0.886617	2.19854	61.3953	0.107005	6.8782
36	1931	2.44926e-05	13.4811	0.719995	2.41513	62.3589	0.094488	7.60784
36	1962	2.46232e-05	13.5285	0.802644	2.39971	68.7647	0.0964754	63.2244
36	1856	2.46427e-05	12.2507	0.722042	2.18093	61.1852	0.0847767	8.1505
36	1942	2.47175e-05	13.3967	0.806245	2.41712	69.4176	0.0957032	63.4548
36	1927	2.47538e-05	13.4365	0.744192	2.4141	70.1438	0.0926642	60.7786
36	1974	2.48138e-05	13.366	0.754413	2.40408	57.5942	0.0995306	7.58135
36	1936	2.48389e-05	13.6517	0.761932	2.3995	67.8025	0.0939279	10.0665
36	1989	2.48522e-05	13.6745	0.787077	2.44037	67.8971	0.0931236	9.79622
36	1914	2.49584e-05	13.7823	0.719916	2.17531	65.7441	0.086691	7.51505
36	1971	2.50548e-05	13.316	0.721775	2.4003	69.6665	0.0923222	55.4138
36	1992	2.51458e-05	13.4351	0.591455	2.44258	68.8537	0.0755398	54.6021
36	1860	2.52423e-05	13.6718	0.784961	2.4259	70.7052	0.0931612	55.3581
36	1957	2.53501e-05	13.8146	0.765786	2.40567	67.4327	0.0932877	10.1044
36	1998	2.53823e-05	13.3058	0.809398	2.46838	68.8955	0.0961197	63.1955
36	1963	2.53861e-05	13.6111	0.78061	2.45208	69.4416	0.0965209	8.26047
36	1892	2.53889e-05	13.521	0.793473	2.43778	72.3377	0.0956828	9.97083
36	1953	2.54013e-05	13.8499	0.775357	2.37991	57.7075	0.0960698	9.91257
36	1757	2.5456e-05	12.1663	0.716974	2.19548	65.2232	0.0859412	7.44616
36	1951	2.54993e-05	13.6899	0.801015	2.63268	67.0355	0.0968162	8.1825
36	1898	2.56081e-05	13.5067	0.751571	2.40907	69.2776	0.0965673	60.5122
36	1864	2.56274e-05	13.822	0.802677	2.40482	69.0665	0.096636	63.0196
36	1832	2.56691e-05	13.575	0.779062	2.69792	69.6545	0.0951828	9.86327
36	1870	2.56955e-05	13.7426	0.782398	2.42853	70.8726	0.0927506	9.85937
36	1902	2.57003e-05	13.8334	0.810285	2.42489	68.501	0.0966254	63.1494
36	1979	2.57674e-05	13.5263	0.790458	2.41637	72.6471	0.096016	10.0496
36	1776	2.57698e-05	13.7823	0.784993	2.44417	68.1733	0.0924572	54.9249
36	1858	2.58067e-05	13.5658	0.782911	2.70527	69.0823	0.0946574	9.94456
36	1908	2.581e-05	13.7858	0.804609	2.61038	67.3488	0.0961917	9.14608
36	1877	2.58118e-05	13.6399	0.729464	2.4362	55.4941	0.0954155	9.10808
36	1918	2.58414e-05	13.6103	0.752341	2.74239	67.3967	0.0947361	9.13208
36	1972	2.58926e-05	13.5194	0.7789	2.45648	72.2614	0.0955687	9.10993
36	1977	2.5985e-05	13.6113	0.780121	2.3862	61.6847	0.0952852	60.6086
36	1988	2.5995e-05	13.8321	0.777906	2.47587	68.3258	0.092102	55.4565
36	1991	2.60048e-05	13.8335	0.792241	2.41308	70.4489	0.0928677	9.9097
36	1926	2.6026e-05	13.5227	0.784401	2.6953	72.2969	0.0974499	55.943
36	1968	2.60718e-05	13.5265	0.728725	2.43687	65.8593	0.0961688	7.41708
36	1928	2.61191e-05	13.4585	0.722475	2.7005	62.5799	0.0955139	7.7368
36	1598	2.61389e-05	12.2632	0.725642	2.4235	65.4119	0.0854305	9.00475
36	1754	2.61437e-05	13.462	0.75157	2.7035	69.635	0.0953898	60.4934
36	1851	2.61828e-05	13.4741	0.724033	2.73029	62.9597	0.0951922	7.69123
36	1940	2.62372e-05	13.6204	0.789349	2.73303	70.0052	0.0999406	19.4163
36	1919	2.62624e-05	13.7532	0.799079	2.42184	72.5766	0.0938156	9.9082
36	1741	2.6307e-05	13.9196	0.790086	2.42934	68.2054	0.0961353	8.25417
36	1729	2.63095e-05	13.8973	0.786903	2.62952	68.8542	0.0956167	8.24927
36	1925	2.6342e-05	13.5208	0.80597	2.68047	67.3554	0.101404	65.8891
36	1976	2.63437e-05	13.8274	0.817215	2.41938	71.2122	0.0960267	8.30183
36	1978	2.63456e-05	13.8499	0.795049	2.17852	68.8085	0.0928673	7.46996
36	1893	2.63826e-05	13.424	0.726001	2.73333	69.4949	0.0928938	54.1364
37	2045	2.2795e-05	13.1945	0.801703	2.19111	69.2734	0.0928843	7.51664
37	1996	2.3076e-05	12.3012	0.871812	0.93779	19.0662	0.101664	9.74566
37	1903	2.42189e-05	12.1286	0.886617	2.19854	61.3953	0.107005	6.8782
37	2037	2.43081e-05	13.3897	0.788195	2.17984	69.0127	0.0956617	7.40526
37	1931	2.44926e-05	13.4811	0.719995	2.41513	62.3589	0.094488	7.60784
37	1962	2.46232e-05	13.5285	0.802644	2.39971	68.7647	0.0964754	63.2244
37	1856	2.46427e-05	12.2507	0.722042	2.18093	61.1852	0.0847767	8.1505
37	2016	2.46911e-05	13.2734	0.801474	2.44383	70.611	0.0956004	55.2958
37	2030	2.47047e-05	13.4908	0.775983	2.40248	68.7437	0.0969645	60.6892
37	1942	2.47175e-05	13.3967	0.806245	2.41712	69.4176	0.0957032	63.4548
37	1927	2.47538e-05	13.4365	0.744192	2.4141	70.1438	0.0926642	60.7786
37	2021	2.47734e-05	13.6997	0.797049	2.4152	67.7024	0.0957503	9.21395
37	1974	2.48138e-05	13.366	0.754413	2.40408	57.5942	0.0995306	7.58135
37	1936	2.48389e-05	13.6517	0.761932	2.3995	67.8025	0.0939279	10.0665
37	1989	2.48522e-05	13.6745	0.787077	2.44037	67.8971	0.0931236	9.79622
37	2007	2.49177e-05	13.6286	0.778521	2.42077	68.8192	0.094999	61.9621
37	2036	2.49439e-05	13.5726	0.800638	2.40301	71.6661	0.0955422	61.0417
37	2005	2.49498e-05	13.5372	0.748719	2.39107	70.4521	0.0925257	55.7926
37	1914	2.49584e-05	13.7823	0.719916	2.17531	65.7441	0.086691	7.51505
37	2008	2.50318e-05	13.4037	0.740476	2.45106	69.5749	0.0927511	8.21918
37	1971	2.50548e-05	13.316	0.721775	2.4003	69.6665	0.0923222	55.4138
37	2006	2.5061e-05	13.3901	0.721048	2.41692	66.8021	0.0931984	55.7582
37	1992	2.51458e-05	13.4351	0.591455	2.44258	68.8537	0.0755398	54.6021
37	2034	2.51501e-05	13.5342	0.715908	2.46956	62.6529	0.0948654	9.16433
37	1860	2.52423e-05	13.6718	0.784961	2.4259	70.7052	0.0931612	55.3581
37	2019	2.52668e-05	13.4024	0.742628	2.41118	69.9836	0.0947988	60.7364
37	1957	2.53501e-05	13.8146	0.765786	2.40567	67.4327	0.0932877	10.1044
37	1998	2.53823e-05	13.3058	0.809398	2.46838	68.8955	0.0961197	63.1955
37	1963	2.53861e-05	13.6111	0.78061	2.45208	69.4416	0.0965209	8.26047
37	1892	2.53889e-05	13.521	0.793473	2.43778	72.3377	0.0956828	9.97083
37	2023	2.53894e-05	13.4838	0.742842	2.39	62.3734	0.0929217	60.6535
37	1953	2.54013e-05	13.8499	0.775357	2.37991	57.7075	0.0960698	9.91257
37	2013	2.54066e-05	13.9106	0.774835	2.38098	57.2105	0.0969109	9.87164
37	1757	2.5456e-05	12.1663	0.716974	2.19548	65.2232	0.0859412	7.44616
37	2032	2.54569e-05	13.6084	0.757834	2.38719	70.3209	0.0940585	19.31
37	1951	2.54993e-05	13.6899	0.801015	2.63268	67.0355	0.0968162	8.1825
37	2012	2.55651e-05	13.5421	0.73045	2.44346	55.456	0.095637	7.39019
37	2020	2.56045e-05	13.6824	0.759266	2.66971	67.5996	0.0945784	9.04488
37	2046	2.56081e-05	13.4434	0.796213	2.41628	68.695	0.0919942	62.5921
37	1898	2.56081e-05	13.5067	0.751571	2.40907	69.2776	0.0965673	60.5122
37	1864	2.56274e-05	13.822	0.802677	2.40482	69.0665	0.096636	63.0196
37	2017	2.56416e-05	13.4974	0.781957	2.70101	68.3235	0.0984135	10.0803
37	1832	2.56691e-05	13.575	0.779062	2.69792	69.6545	0.0951828	9.86327
37	1870	2.56955e-05	13.7426	0.782398	2.42853	70.8726	0.0927506	9.85937
37	1902	2.57003e-05	13.8334	0.810285	2.42489	68.501	0.0966254	63.1494
37	1979	2.57674e-05	13.5263	0.790458	2.41637	72.6471	0.096016	10.0496
37	1776	2.57698e-05	13.7823	0.784993	2.44417	68.1733	0.0924572	54.9249
37	1858	2.58067e-05	13.5658	0.782911	2.70527	69.0823	0.0946574	9.94456
37	1908	2.581e-05	13.7858	0.804609	2.61038	67.3488	0.0961917	9.14608
37	1877	2.58118e-05	13.6399	0.729464	2.4362	55.4941	0.0954155	9.10808
38	2045	2.2795e-05	11.9391	0.881873	1.972	62.346	0.102173	6.76497
38	2056	2.30467e-05	13.2913	0.802078	2.19942	68.6205	0.0921484	9.79092
